C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_18_809.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_18_809.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_18_809.jpg,0,0,0,11.30451
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_18_880.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_18_880.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_18_880.jpg,0,0,0,11.22825
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_18_951.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_18_951.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_18_951.jpg,0,0,0,11.3314
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_19_020.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_19_020.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_19_020.jpg,0,0,0,11.11688
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_19_090.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_19_090.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_19_090.jpg,0,0,0,11.16039
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_19_164.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_19_164.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_19_164.jpg,0,0,0,11.08455
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_19_232.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_19_232.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_19_232.jpg,0,0,0,11.01547
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_19_304.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_19_304.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_19_304.jpg,0,0,0,10.92404
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_19_385.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_19_385.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_19_385.jpg,0,0,0,10.83335
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_19_458.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_19_458.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_19_458.jpg,0,0,0,10.7434
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_19_532.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_19_532.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_19_532.jpg,0,0,0,10.67643
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_19_607.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_19_607.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_19_607.jpg,0,0,0,10.58779
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_19_681.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_19_681.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_19_681.jpg,0,0,0,10.49962
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_19_755.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_19_755.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_19_755.jpg,0.15,0,0,10.42866
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_19_827.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_19_827.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_19_827.jpg,0.35,0,0,10.31095
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_19_901.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_19_901.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_19_901.jpg,0.5500001,0,0,10.16907
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_19_974.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_19_974.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_19_974.jpg,0.7,0,0,10.04873
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_20_049.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_20_049.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_20_049.jpg,0,0,0,9.895192
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_20_121.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_20_121.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_20_121.jpg,0,0,0,9.806255
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_20_196.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_20_196.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_20_196.jpg,0,0,0,9.725084
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_20_271.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_20_271.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_20_271.jpg,0,0,0,9.665251
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_20_345.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_20_345.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_20_345.jpg,0,0,0,9.586199
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_20_421.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_20_421.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_20_421.jpg,0,0,0,9.507837
C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\center_2024_06_09_22_32_20_499.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\left_2024_06_09_22_32_20_499.jpg,C:\Users\anubh\OneDrive\Desktop\simulation data\IMG\right_2024_06_09_22_32_20_499.jpg,0,0,0,9.430119
